Gene	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	Identity	Fraction	Frameshift events	Best gene	Codons
56468at7147	Single	hap_ptg000427l_1	1371745	1372736	+	1012	255	0.6297	0.899135446685879	0	56468at7147_2	1371746_1371893_+|1371952_1372736_+
32359at7147	Single	hap_ptg000037l_1	921017	924037	-	4549	561	0.9569	1.0	0	32359at7147_2	924014_924037_-|923827_923922_-|922422_923738_-|921018_922358_-
17197at7147	Single	hap_ptg000289l_1	2853488	2952388	-	2532	463	0.5364	0.9872495446265938	0	17197at7147_4	2952074_2952388_-|2939677_2940485_-|2921854_2922864_-|2853489_2854614_-
5461at7147	Single	hap_ptg000273l_1	1455796	1474606	+	5712	772	0.9769	1.0	0	5461at7147_2	1455797_1455906_+|1455974_1456326_+|1456394_1456693_+|1456972_1457046_+|1457162_1458554_+|1458614_1458801_+|1458860_1459011_+|1459072_1459313_+|1474171_1474606_+
27002at7147	Single	hap_ptg000183l_1	1061154	1075288	-	1925	430	0.73	0.9014598540145985	0	27002at7147_6	1074520_1075288_-|1071231_1071883_-|1061155_1061232_-
20966at7147	Single	hap_ptg000113l_1	221942	234080	+	1821	280	0.7086	0.9262981574539364	0	20966at7147_0	221943_222167_+|222243_222348_+|222899_223189_+|228767_228896_+|228970_229156_+|232103_232337_+|233707_234080_+
27070at7147	Single	hap_ptg000254l_1	1008827	1010521	-	1847	468	0.6232	0.9543859649122807	0	27070at7147_8	1009405_1010521_-|1008828_1009339_-
50746at7147	Single	hap_ptg000352l_1	255650	259412	+	1032	214	0.7321	1.0	0	50746at7147_8	255651_255910_+|258878_259412_+
72629at7147	Single	hap_ptg000307l_1	1325102	1337856	-	435	148	0.4947	0.9791666666666666	0	72629at7147_8	1337727_1337856_-|1325433_1325624_-|1325103_1325335_-
2377at7147	Single	hap_ptg000127l_1	6906921	6942875	+	6619	1108	0.9344	1.0	0	2377at7147_2	6906922_6907015_+|6907123_6907599_+|6907664_6907859_+|6907994_6908169_+|6908238_6908695_+|6908860_6909384_+|6909476_6909581_+|6927659_6927929_+|6928014_6928390_+|6936444_6937255_+|6937316_6937613_+|6942429_6942589_+|6942663_6942875_+
76177at7147	Single	hap_ptg000327l_1	53001	53561	-	409	109	0.687	0.6220095693779905	0	76177at7147_4	53514_53561_-|53002_53331_-
29714at7147	Single	hap_ptg000213l_1	988709	1001925	+	1971	415	0.7319	0.8991452991452992	0	29714at7147_3	988710_989546_+|1001145_1001590_+|1001652_1001925_+
1524at7147	Single	hap_ptg000370l_1	3231475	3300645	+	9650	1600	0.789	0.997639282341832	0	1524at7147_6	3231476_3231635_+|3257682_3258952_+|3259224_3259380_+|3259487_3260175_+|3267967_3270080_+|3281020_3282176_+|3282240_3282367_+|3282484_3282969_+|3300418_3300645_+
64310at7147	Single	hap_ptg000348l_1	874692	875620	+	672	193	0.5849	0.9137931034482759	0	64310at7147_4	874693_874749_+|874887_875187_+|875253_875332_+|875423_875620_+
60422at7147	Single	hap_ptg000343l_1	2351937	2352708	+	410	156	0.3938	1.0	0	60422at7147_5	2351938_2352090_+|2352149_2352281_+|2352317_2352708_+
71381at7147	Single	hap_ptg000482l_1	1050660	1051156	-	555	95	0.8889	1.0	0	71381at7147_0	1051104_1051156_-|1050943_1051032_-|1050661_1050868_-
37523at7147	Single	hap_ptg000037l_1	6285870	6286964	+	1450	312	0.7536	1.0	0	37523at7147_2	6285871_6286131_+|6286197_6286964_+
12185at7147	Single	hap_ptg000307l_1	906094	934143	-	2258	804	0.4461	1.0	0	12185at7147_5	934051_934143_-|917997_918224_-|917561_917936_-|916400_917269_-|915985_916243_-|914843_915923_-|907600_907779_-|906237_906340_-|906095_906161_-
61566at7147	Single	hap_ptg000297l_1	774153	775068	+	810	198	0.671	0.9504132231404959	0	61566at7147_6	774154_774235_+|774411_774558_+|774618_775068_+
4053at7147	Single	hap_ptg000224l_1	441011	468344	-	5107	909	0.9083	0.9447907390917186	0	4053at7147_4	468224_468344_-|466962_468056_-|458945_459156_-|443066_443170_-|442867_442992_-|441583_442649_-|441012_441525_-
51316at7147	Single	hap_ptg000034l_1	1909162	1910474	-	1550	253	0.9868	1.0	0	51316at7147_1	1910441_1910474_-|1909797_1910362_-|1909636_1909731_-|1909163_1909378_-
50789at7147	Single	hap_ptg000307l_1	1583323	1585123	+	1067	194	0.4142	0.9343185550082101	0	50789at7147_3	1583324_1584557_+|1584768_1585123_+
28603at7147	Single	hap_ptg000113l_1	4855355	4865660	+	877	309	0.4368	0.8760869565217392	0	28603at7147_7	4855356_4855472_+|4862313_4862436_+|4862614_4862799_+|4864864_4865660_+
39795at7147	Single	hap_ptg000184l_1	4222183	4223710	-	468	366	0.329	0.8737541528239202	0	39795at7147_4	4223542_4223710_-|4222184_4223448_-
70809at7147	Single	hap_ptg000090l_1	2769741	2770172	-	481	80	0.7541	0.9606299212598425	0	70809at7147_0	2769917_2770172_-|2769742_2769851_-
12368at7147	Single	hap_ptg000266l_1	163265	165883	-	2332	491	0.5347	0.9100580270793037	0	12368at7147_0	165823_165883_-|163266_165757_-
1288at7147	Single	hap_ptg000215l_1	1725812	1822367	+	7198	1498	0.6899	1.0	0	1288at7147_0	1725813_1726017_+|1762618_1762774_+|1762858_1763024_+|1763493_1763528_+|1779456_1779638_+|1779715_1779858_+|1779944_1780077_+|1793165_1793345_+|1793411_1793871_+|1793933_1794101_+|1794171_1794815_+|1794879_1795199_+|1795265_1795447_+|1795574_1795624_+|1806126_1806501_+|1809028_1809674_+|1810300_1810626_+|1810827_1811027_+|1811250_1811432_+|1811495_1811626_+|1821094_1821250_+|1821322_1821488_+|1821551_1821934_+|1822000_1822367_+
60108at7147	Single	hap_ptg000341l_1	743758	744651	-	502	166	0.5134	1.0	0	60108at7147_0	744531_744651_-|743759_744297_-
15357at7147	Single	hap_ptg000220l_1	1460211	1480304	+	2729	723	0.6274	1.0	0	15357at7147_6	1460212_1460672_+|1460736_1462270_+|1479612_1479850_+|1479921_1480304_+
41891at7147	Single	hap_ptg000266l_1	779700	786758	-	1485	236	1.0	0.8769230769230769	0	41891at7147_2	786420_786758_-|786050_786187_-|785788_785984_-|779701_779881_-
25602at7147	Single	hap_ptg000387l_1	712565	714651	+	1687	391	0.6639	1.0	0	25602at7147_0	712566_712628_+|712687_712782_+|712843_713110_+|713390_713782_+|714038_714651_+
44599at7147	Single	hap_ptg000228l_1	10212102	10225975	-	1373	288	0.7976	1.0	0	44599at7147_2	10225853_10225975_-|10225646_10225763_-|10212331_10212920_-|10212103_10212264_-
34553at7147	Single	hap_ptg000057l_1	3511090	3522741	-	2562	490	0.7257	0.9912536443148688	0	34553at7147_9	3522560_3522741_-|3513015_3513169_-|3512472_3512953_-|3512302_3512408_-|3512007_3512242_-|3511091_3511947_-
10003at7147	Single	hap_ptg000215l_1	3956733	3964026	-	1475	583	0.424	0.88875	0	10003at7147_7	3963841_3964026_-|3963312_3963779_-|3963126_3963243_-|3958336_3958517_-|3958079_3958273_-|3957232_3958014_-|3956734_3956871_-
34834at7147	Single	hap_ptg000127l_1	6295065	6297758	-	1298	314	0.7322	0.8709677419354839	0	34834at7147_1	6297594_6297758_-|6297234_6297514_-|6295276_6295723_-|6295066_6295215_-
5264at7147	Single	hap_ptg000006l_1	2792370	2804413	-	3096	650	0.6189	1.0	0	5264at7147_3	2804122_2804413_-|2803990_2804060_-|2803782_2803918_-|2802678_2802822_-|2801727_2802339_-|2800145_2801668_-|2799758_2800083_-|2792371_2792428_-
5561at7147	Single	hap_ptg000157l_1	2240797	2245659	-	3391	827	0.6584	0.3040880503144654	0	5561at7147_0	2245575_2245659_-|2243701_2245504_-|2241918_2242009_-|2241549_2241855_-|2241314_2241481_-|2240798_2241254_-
1967at7147	Single	hap_ptg000210l_1	1387135	1416306	+	3628	1248	0.4292	0.9128156264888042	0	1967at7147_1	1387136_1387198_+|1387270_1387680_+|1387766_1388283_+|1402105_1402365_+|1402476_1406225_+|1415964_1416306_+
3505at7147	Single	hap_ptg000221l_1	2405643	2425612	+	4651	1040	0.7291	1.0	0	3505at7147_8	2405644_2405785_+|2405850_2406220_+|2406283_2406803_+|2422408_2423957_+|2424230_2424754_+|2424816_2424950_+|2425425_2425612_+
16392at7147	Single	hap_ptg000145l_1	2165334	2179948	+	2738	648	0.619	0.9929494712103408	0	16392at7147_4	2165335_2165460_+|2170948_2171092_+|2171380_2171741_+|2176619_2178061_+|2178124_2178307_+|2179539_2179948_+
64047at7147	Single	hap_ptg000370l_1	1398735	1400077	-	1224	204	0.6357	0.9819587628865979	0	64047at7147_7	1400001_1400077_-|1399765_1399873_-|1398736_1399692_-
37678at7147	Fragmented	hap_ptg000295l_1	654048	671820	-	419	165	0.5029	0.44329896907216493	0	37678at7147_6	671755_671820_-|671347_671696_-|654049_654130_-
3556at7147	Single	hap_ptg000273l_1	2117733	2130370	+	2758	819	0.4423	0.9951856946354883	0	3556at7147_7	2117734_2117952_+|2118130_2118418_+|2127282_2129391_+|2129466_2130370_+
60606at7147	Single	hap_ptg000163l_1	1089220	1090335	-	442	170	0.4017	0.904	0	60606at7147_2	1090264_1090335_-|1090000_1090186_-|1089524_1089736_-|1089221_1089450_-
16926at7147	Single	hap_ptg000034l_1	1910946	1913594	+	3061	637	0.7241	0.3858490566037736	0	16926at7147_3	1910947_1911012_+|1911081_1912370_+|1912515_1913594_+
5086at7147	Single	hap_ptg000578l_1	7784	82669	+	4277	860	0.7719	0.9183303085299456	0	5086at7147_5	7785_7865_+|45825_46742_+|46837_47213_+|56272_56690_+|56748_56852_+|57830_57877_+|74485_74613_+|74673_75139_+|75206_75553_+|75742_75874_+|82568_82669_+
40371at7147	Single	hap_ptg000295l_1	445602	446583	+	1127	241	0.7059	0.7918660287081339	0	40371at7147_1	445603_446583_+
70003at7147	Single	hap_ptg000092l_1	1480079	1480824	+	780	192	0.6933	1.0	0	70003at7147_0	1480080_1480124_+|1480204_1480824_+
17918at7147	Single	hap_ptg000228l_1	7682143	7711248	+	3443	565	0.8716	1.0	0	17918at7147_0	7682144_7682320_+|7705338_7705501_+|7705569_7705684_+|7705752_7706114_+|7708861_7709014_+|7709079_7709433_+|7710346_7711248_+
9003at7147	Single	hap_ptg000196l_1	2650367	2725569	-	1878	402	0.796	0.559748427672956	0	9003at7147_2	2725493_2725569_-|2715766_2715892_-|2701848_2701967_-|2664527_2664784_-|2664177_2664464_-|2663617_2663861_-|2650838_2650909_-|2650368_2650470_-
61689at7147	Single	hap_ptg000028l_1	3323046	3340181	-	533	143	0.5965	1.0	0	61689at7147_0	3340117_3340181_-|3339949_3340028_-|3339739_3339884_-|3323047_3323265_-
15910at7147	Single	hap_ptg000234l_1	2099158	2101610	-	2543	574	0.711	0.9954268292682927	0	15910at7147_0	2101419_2101610_-|2101149_2101351_-|2099159_2100746_-
48749at7147	Single	hap_ptg000127l_1	3402160	3405563	-	1097	244	0.7324	0.9961832061068703	0	48749at7147_0	3405305_3405563_-|3402161_3402753_-
7480at7147	Single	hap_ptg000113l_1	292242	316561	-	3768	886	0.5391	1.0	0	7480at7147_7	316463_316561_-|316171_316330_-|309004_309080_-|307528_308932_-|306595_307303_-|298017_298690_-|292569_293413_-|292243_292492_-
40880at7147	Single	hap_ptg000388l_1	78276	79335	-	1059	248	0.6482	0.9080118694362018	0	40880at7147_6	79270_79335_-|78541_79209_-|78277_78456_-
21252at7147	Single	hap_ptg000344l_1	102632	115987	+	1345	428	0.4556	0.9941634241245136	0	21252at7147_4	102633_102755_+|104301_104438_+|113236_113358_+|114244_114434_+|114950_115692_+|115752_115987_+
47111at7147	Single	hap_ptg000324l_1	703746	710859	-	975	227	0.6743	0.9490909090909091	0	47111at7147_6	710827_710859_-|710696_710773_-|709999_710631_-|703747_703785_-
59823at7147	Single	hap_ptg000272l_1	2301319	2315724	+	719	275	0.4092	0.9619565217391305	0	59823at7147_2	2301320_2301451_+|2314771_2315724_+
41342at7147	Single	hap_ptg000157l_1	2219095	2229728	+	1316	248	0.8073	1.0	0	41342at7147_0	2219096_2219460_+|2229057_2229273_+|2229342_2229457_+|2229527_2229728_+
9166at7147	Single	hap_ptg000347l_1	250052	266989	-	3246	648	0.66	0.9866539561487131	0	9166at7147_7	266528_266989_-|253609_253878_-|253246_253298_-|252929_253077_-|251730_252865_-|251263_251419_-|251115_251201_-|250852_250981_-|250053_250611_-
62825at7147	Single	hap_ptg000236l_1	3651076	3653531	+	1217	397	0.4783	1.0	0	62825at7147_4	3651077_3652577_+|3653061_3653197_+|3653409_3653531_+
25842at7147	Single	hap_ptg000034l_1	571263	641624	+	2202	394	0.881	1.0	0	25842at7147_1	571264_571702_+|571827_571987_+|578426_578524_+|578657_578774_+|593935_594145_+|627455_627659_+|641237_641392_+|641577_641624_+
729at7147	Single	hap_ptg000366l_1	1575347	1624379	-	9634	1874	0.8479	1.0	0	729at7147_2	1624335_1624379_-|1623410_1624174_-|1593525_1598443_-|1585100_1585625_-|1575348_1575581_-
42351at7147	Single	hap_ptg000394l_1	1111138	1158369	-	1555	237	0.6429	0.7727272727272727	0	42351at7147_4	1157919_1158369_-|1113604_1113808_-|1112698_1112999_-|1112390_1112556_-|1111139_1111324_-
56695at7147	Single	hap_ptg000007l_1	895858	896927	+	436	166	0.4309	0.9838709677419355	0	56695at7147_0	895859_896264_+|896640_896927_+
70593at7147	Single	hap_ptg000288l_1	969310	977574	+	292	83	0.4641	1.0	0	70593at7147_0	969311_969455_+|977366_977574_+
26582at7147	Single	hap_ptg000033l_1	647032	703487	-	1612	280	0.6408	0.9572649572649573	0	26582at7147_1	703320_703487_-|667748_668560_-|667528_667683_-|647033_647431_-
47539at7147	Single	hap_ptg000090l_1	3129816	3166917	-	2446	372	0.4882	0.9851138353765324	0	47539at7147_1	3166814_3166917_-|3166465_3166739_-|3153279_3153880_-|3152945_3153077_-|3152315_3152641_-|3129817_3131618_-
27655at7147	Single	hap_ptg000441l_1	1226515	1245217	-	1248	378	0.5329	1.0	0	27655at7147_2	1245123_1245217_-|1244016_1245056_-|1226516_1226657_-
28604at7147	Single	hap_ptg000521l_1	1723361	1725011	+	1486	352	0.6322	0.9627039627039627	0	28604at7147_6	1723362_1723402_+|1723474_1724411_+|1724749_1725011_+
66084at7147	Single	hap_ptg000419l_1	2762999	2763803	+	841	220	0.5788	0.967741935483871	0	66084at7147_8	2763000_2763803_+
15511at7147	Single	hap_ptg000012l_1	450653	453515	-	1769	514	0.5541	0.8785714285714286	0	15511at7147_7	453017_453515_-|452622_452956_-|451884_452254_-|451622_451830_-|450816_451203_-|450654_450723_-
73112at7147	Single	hap_ptg000366l_1	2160467	2160922	-	352	95	0.6484	1.0	0	73112at7147_0	2160871_2160922_-|2160468_2160799_-
52488at7147	Single	hap_ptg000413l_1	34315	44486	+	696	185	0.5677	0.760797342192691	0	52488at7147_3	34316_34430_+|34493_34915_+|44341_44486_+
77688at7147	Single	hap_ptg000184l_1	71391	71750	-	336	78	0.6804	0.8434782608695652	0	77688at7147_5	71672_71750_-|71392_71603_-
4497at7147	Single	hap_ptg000090l_1	3190458	3194533	-	1982	573	0.3949	0.9651695692025665	0	4497at7147_8	3192568_3194533_-|3190882_3192196_-|3190459_3190674_-
56061at7147	Single	hap_ptg000107l_1	5928621	5944101	-	964	370	0.3937	0.9714765100671141	0	56061at7147_0	5943604_5944101_-|5943401_5943542_-|5942916_5943247_-|5942477_5942637_-|5929096_5929429_-|5928622_5928956_-
29552at7147	Single	hap_ptg000058l_1	535351	536761	+	1193	304	0.4886	0.9211538461538461	0	29552at7147_7	535352_536761_+
60572at7147	Single	hap_ptg000518l_1	1516832	1517414	-	867	170	0.8144	1.0	0	60572at7147_0	1516833_1517414_-
51262at7147	Single	hap_ptg000011l_1	94674	96231	-	998	396	0.433	0.9770114942528736	0	51262at7147_2	94675_96231_-
3884at7147	Single	hap_ptg000352l_1	121396	135410	+	8438	942	0.963	1.0	0	3884at7147_0	121397_121454_+|129358_129521_+|129593_129958_+|130019_130182_+|130283_130425_+|130494_131343_+|131554_132722_+|133149_135097_+|135168_135410_+
38667at7147	Single	hap_ptg000124l_1	886376	887273	-	1009	253	0.5967	0.9285714285714286	0	38667at7147_1	886377_887273_-
43149at7147	Single	hap_ptg000035l_1	2911069	2912229	+	1244	311	0.6835	0.8911392405063291	0	43149at7147_8	2911070_2911756_+|2911815_2911996_+|2912061_2912229_+
25519at7147	Single	hap_ptg000041l_1	1909830	1911546	-	2310	410	0.7985	1.0	0	25519at7147_0	1910348_1911546_-|1909831_1910263_-
60624at7147	Single	hap_ptg000124l_1	2151820	2152971	-	662	181	0.5969	0.8484848484848485	0	60624at7147_5	2152592_2152971_-|2151821_2152028_-
51359at7147	Single	hap_ptg000210l_1	817749	899761	-	1171	434	0.4729	0.9921414538310412	0	51359at7147_0	899660_899761_-|850970_851197_-|850796_850895_-|835951_836058_-|835594_835844_-|829936_830085_-|829690_829827_-|829445_829615_-|817750_818019_-
30391at7147	Single	hap_ptg000462l_1	2557113	2579412	-	1808	253	1.0	1.0	0	30391at7147_0	2579180_2579412_-|2565640_2565823_-|2558340_2558438_-|2557325_2557783_-|2557114_2557203_-
2199at7147	Single	hap_ptg000509l_1	574291	631035	-	7067	1441	0.6701	1.0	0	2199at7147_2	630981_631035_-|580467_580552_-|575162_580398_-|574936_575091_-|574649_574867_-|574459_574583_-|574292_574389_-
5553at7147	Single	hap_ptg000012l_1	1146338	1150643	-	1042	406	0.3177	0.9604221635883905	0	5553at7147_2	1150371_1150643_-|1148541_1150118_-|1147676_1147984_-|1146664_1147492_-|1146339_1146408_-
19060at7147	Single	hap_ptg000124l_1	1885660	1899174	-	2481	466	0.8497	1.0	0	19060at7147_1	1898941_1899174_-|1885661_1887043_-
1636at7147	Single	hap_ptg000113l_1	1712861	1726908	-	6108	1608	0.5824	1.0	0	1636at7147_0	1726874_1726908_-|1724179_1726702_-|1722590_1723996_-|1714930_1715553_-|1713823_1714867_-|1712862_1713517_-
11832at7147	Single	hap_ptg000097l_1	5245542	5256409	+	2451	574	0.6261	0.9735449735449735	0	11832at7147_0	5245543_5245766_+|5245826_5245911_+|5246088_5246238_+|5254464_5255523_+|5255630_5256409_+
42845at7147	Single	hap_ptg000456l_1	668995	669829	-	791	236	0.5754	0.7823691460055097	0	42845at7147_4	668996_669829_-
54180at7147	Single	hap_ptg000058l_1	1722818	1744826	+	997	208	0.8067	1.0	0	54180at7147_0	1722819_1722905_+|1744209_1744826_+
58055at7147	Single	hap_ptg000449l_1	2551237	2595695	-	889	222	0.5265	0.6863636363636364	0	58055at7147_5	2595596_2595695_-|2552646_2552903_-|2551757_2551911_-|2551425_2551695_-|2551238_2551344_-
12067at7147	Single	hap_ptg000554l_1	172294	181258	+	1939	355	0.8089	0.9265873015873016	0	12067at7147_2	172295_172387_+|179939_181258_+
20839at7147	Single	hap_ptg000098l_1	708423	710794	-	958	483	0.3378	0.9626168224299065	0	20839at7147_5	710647_710794_-|710353_710576_-|708424_710028_-
7424at7147	Single	hap_ptg000018l_1	3484050	3507393	-	3960	727	0.8405	1.0	0	7424at7147_5	3507286_3507393_-|3492719_3492998_-|3486970_3487133_-|3486060_3486896_-|3485772_3485986_-|3485507_3485715_-|3485304_3485444_-|3484882_3484991_-|3484717_3484817_-|3484486_3484649_-|3484051_3484418_-
71723at7147	Single	hap_ptg000138l_1	492641	501164	-	585	116	0.7958	0.9466666666666667	0	71723at7147_1	500961_501164_-|492642_492851_-
67613at7147	Single	hap_ptg000401l_1	2465130	2465932	-	536	153	0.4846	1.0	0	67613at7147_8	2465878_2465932_-|2465770_2465812_-|2465131_2465692_-
40254at7147	Single	hap_ptg000058l_1	2360788	2400702	-	1956	280	0.6447	1.0	0	40254at7147_2	2400560_2400702_-|2396274_2396738_-|2395736_2395920_-|2393206_2393291_-|2382297_2382413_-|2380876_2381229_-|2360789_2361163_-
52389at7147	Single	hap_ptg000490l_1	775332	776050	+	561	163	0.4907	0.864	0	52389at7147_3	775333_775830_+|775913_776050_+
25717at7147	Single	hap_ptg000442l_1	357842	401774	-	1596	443	0.5077	1.0	0	25717at7147_4	401757_401774_-|401556_401698_-|401132_401498_-|400757_401061_-|400117_400695_-|399874_400051_-|357843_358010_-
7171at7147	Single	hap_ptg000476l_1	550845	557038	+	3633	724	0.6918	1.0	0	7171at7147_1	550846_551503_+|554090_555256_+|555847_556702_+|556831_557038_+
33250at7147	Single	hap_ptg000087l_1	3960627	3964609	-	1606	308	0.8501	0.980225988700565	0	33250at7147_0	3964510_3964609_-|3964188_3964443_-|3961009_3961420_-|3960628_3960900_-
24638at7147	Single	hap_ptg000365l_1	992588	1037331	-	2451	380	0.7764	1.0	0	24638at7147_4	1036518_1037331_-|1036094_1036459_-|1026621_1026988_-|992589_992756_-
32682at7147	Single	hap_ptg000178l_1	1457072	1471988	+	1612	452	0.5875	0.957089552238806	0	32682at7147_7	1457073_1457584_+|1460153_1460277_+|1471026_1471207_+|1471272_1471988_+
17191at7147	Single	hap_ptg000367l_1	849587	857734	+	3314	497	0.9877	1.0	0	17191at7147_0	849588_850428_+|856560_857392_+|857465_857734_+
42323at7147	Single	hap_ptg000108l_1	4482861	4483963	-	1143	275	0.6026	0.9873096446700508	0	42323at7147_6	4483901_4483963_-|4482862_4483830_-
71034at7147	Single	hap_ptg000411l_1	2424128	2424769	+	447	91	0.8039	0.9444444444444444	0	71034at7147_1	2424129_2424224_+|2424560_2424769_+
30730at7147	Single	hap_ptg000229l_1	748113	890215	-	924	209	0.5022	0.5491400491400491	0	30730at7147_9	889764_890215_-|889541_889699_-|863942_863996_-|849198_849333_-|843594_843699_-|843429_843537_-|748114_748218_-
73041at7147	Single	hap_ptg000259l_1	5918048	5918718	-	517	102	0.7171	1.0	0	73041at7147_2	5918580_5918718_-|5918049_5918356_-
5188at7147	Single	hap_ptg000324l_1	364428	382950	-	1741	464	0.5388	0.5015037593984962	0	5188at7147_0	382505_382950_-|373994_374603_-|373802_373912_-|373050_373447_-|364429_364796_-
34236at7147	Single	hap_ptg000490l_1	555468	578083	+	1829	440	0.5132	1.0	0	34236at7147_0	555469_555713_+|571919_572860_+|572932_573082_+|573147_573774_+|573933_574264_+|577997_578083_+
46418at7147	Single	hap_ptg000198l_1	1203115	1204631	-	1317	277	0.7748	1.0	0	46418at7147_6	1204168_1204631_-|1203483_1203715_-|1203116_1203411_-
34952at7147	Duplicated	hap_ptg000453l_1	418052	438741	+	1144	274	0.5734	0.9812834224598931	0	34952at7147_8	418053_418303_+|418366_418723_+|418782_419024_+|429265_429381_+|438607_438741_+
34952at7147	Duplicated	hap_ptg000403l_1	76614	95009	-	1141	274	0.5734	0.9812834224598931	0	34952at7147_8	94759_95009_-|94341_94698_-|94040_94282_-|86868_86984_-|76615_76749_-
61663at7147	Single	hap_ptg000180l_1	5405729	5406856	-	767	226	0.5321	1.0	0	61663at7147_4	5406156_5406856_-|5405730_5405862_-
61729at7147	Single	hap_ptg000007l_1	999979	1000524	-	724	153	0.8313	0.8	0	61729at7147_5	1000169_1000524_-|999980_1000103_-
48534at7147	Single	hap_ptg000247l_1	125873	136769	-	1139	457	0.3615	0.8660337552742616	0	48534at7147_5	136508_136769_-|136220_136428_-|135993_136148_-|135743_135919_-|135536_135705_-|125874_127182_-
20708at7147	Single	hap_ptg000037l_1	3706015	3708090	-	876	426	0.3699	0.9707602339181286	0	20708at7147_2	3708034_3708090_-|3707841_3707941_-|3707560_3707722_-|3706375_3707290_-|3706016_3706305_-
54302at7147	Single	hap_ptg000058l_1	4196488	4197280	-	715	198	0.5396	0.9562043795620438	0	54302at7147_8	4196489_4197280_-
30128at7147	Single	hap_ptg000434l_1	1434515	1436261	+	2841	278	0.991	1.0	0	30128at7147_0	1434516_1435305_+|1435396_1436261_+
49274at7147	Single	hap_ptg000037l_1	683654	684377	-	828	211	0.6612	0.8836363636363637	0	49274at7147_6	683655_684377_-
63091at7147	Single	hap_ptg000269l_1	6057036	6058023	-	1391	198	1.0	1.0	0	63091at7147_2	6057925_6058023_-|6057489_6057851_-|6057223_6057428_-|6057037_6057166_-
62447at7147	Single	hap_ptg000505l_1	1804252	1805276	+	669	188	0.5869	0.9170305676855895	0	62447at7147_3	1804253_1804362_+|1804462_1804605_+|1804747_1804908_+|1805057_1805276_+
20019at7147	Single	hap_ptg000103l_1	203488	205819	-	2499	664	0.6725	1.0	0	20019at7147_0	205739_205819_-|203650_205682_-|203489_203594_-
969at7147	Single	hap_ptg000163l_1	449897	463241	+	11239	1847	0.9832	1.0	0	969at7147_0	449898_449951_+|450010_452617_+|452674_454569_+|461074_461288_+|461344_462825_+|462888_463241_+
31071at7147	Single	hap_ptg000458l_1	1230338	1231529	-	1189	310	0.5678	0.8694690265486725	0	31071at7147_9	1230339_1231529_-
13936at7147	Single	hap_ptg000334l_1	1453969	1456868	+	3372	709	0.8095	1.0	0	13936at7147_1	1453970_1454338_+|1454425_1455221_+|1455416_1456082_+|1456165_1456379_+|1456467_1456650_+|1456710_1456868_+
3605at7147	Single	hap_ptg000096l_1	330512	338439	-	692	444	0.3024	0.2706621556307395	0	3605at7147_7	338161_338439_-|337949_338098_-|337760_337844_-|330513_331588_-
10103at7147	Single	hap_ptg000486l_1	1270570	1278703	-	2541	1010	0.4415	0.9689655172413794	0	10103at7147_6	1278558_1278703_-|1278409_1278492_-|1273021_1273931_-|1272424_1272959_-|1271891_1272361_-|1271597_1271834_-|1270571_1271538_-
8286at7147	Single	hap_ptg000107l_1	5966277	5981261	+	4042	1377	0.4589	0.9339774557165862	0	8286at7147_4	5966278_5966423_+|5966930_5968043_+|5977084_5978975_+|5979043_5979139_+|5979201_5981261_+
64937at7147	Single	hap_ptg000456l_1	1363283	1363779	-	643	114	0.8403	0.7093596059113301	0	64937at7147_3	1363569_1363779_-|1363284_1363504_-
18153at7147	Single	hap_ptg000323l_1	243352	280693	+	3203	387	1.0	1.0	0	18153at7147_0	243353_243593_+|268183_268537_+|268602_268996_+|279766_279887_+|279950_280693_+
48176at7147	Single	hap_ptg000442l_1	1432589	1434262	-	1297	263	0.8441	0.8832335329341318	0	48176at7147_6	1434130_1434262_-|1432758_1433416_-|1432590_1432682_-
26922at7147	Single	hap_ptg000147l_1	4897377	4908835	-	1985	347	0.8	1.0	0	26922at7147_8	4908721_4908835_-|4903810_4903887_-|4903612_4903734_-|4903333_4903445_-|4902169_4902211_-|4899317_4899429_-|4897991_4898353_-|4897612_4897928_-|4897378_4897480_-
55262at7147	Single	hap_ptg000366l_1	1179386	1193450	+	840	190	0.6245	1.0	0	55262at7147_6	1179387_1179533_+|1179603_1179882_+|1193095_1193450_+
40820at7147	Single	hap_ptg000162l_1	475591	477279	-	1194	307	0.5519	0.9825870646766169	0	40820at7147_4	477200_477279_-|476151_477143_-|475592_475688_-
41742at7147	Single	hap_ptg000241l_1	1817747	1820609	-	1071	263	0.6524	0.9621451104100947	0	41742at7147_2	1820227_1820609_-|1819960_1820161_-|1818160_1818264_-|1817865_1818100_-|1817748_1817802_-
63439at7147	Single	hap_ptg000019l_1	287461	287955	-	575	132	0.7153	0.8421052631578947	0	63439at7147_6	287811_287955_-|287462_287748_-
35217at7147	Single	hap_ptg000058l_1	3289284	3295242	-	1440	480	0.446	1.0	0	35217at7147_0	3294389_3295242_-|3289504_3290405_-|3289285_3289439_-
55570at7147	Single	hap_ptg000284l_1	1664582	1688859	+	1112	222	0.7121	0.8324324324324325	0	55570at7147_7	1664583_1664645_+|1664735_1664960_+|1688120_1688247_+|1688305_1688859_+
39073at7147	Single	hap_ptg000098l_1	2917592	2920707	+	2135	455	0.7007	1.0	0	39073at7147_1	2917593_2917661_+|2917736_2918890_+|2920142_2920416_+|2920476_2920707_+
