# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
60733at7147	Duplicated	ptg000239l	1319897	1337384	-	748	137	https://www.orthodb.org/v10?query=60733at7147	sorting nexin-12
70493at7147	Duplicated	ptg000658l	442998	443386	+	469	98	https://www.orthodb.org/v10?query=70493at7147	Transcription initiation factor IIA subunit 2
70493at7147	Duplicated	ptg000764l	75864	76408	-	464	98	https://www.orthodb.org/v10?query=70493at7147	Transcription initiation factor IIA subunit 2
59422at7147	Duplicated	ptg000022l	2857390	2897823	+	915	298	https://www.orthodb.org/v10?query=59422at7147	protein unzipped
59422at7147	Duplicated	ptg000157l	6231821	6261375	+	915	298	https://www.orthodb.org/v10?query=59422at7147	protein unzipped
10997at7147	Complete	ptg000656l	282967	309854	+	2646	595	https://www.orthodb.org/v10?query=10997at7147	CSC1-like protein 2
29168at7147	Duplicated	ptg000329l	1335129	1356352	+	1811	524	https://www.orthodb.org/v10?query=29168at7147	Tetratricopeptide repeat
29168at7147	Duplicated	ptg000039l	3314893	3343577	+	1798	524	https://www.orthodb.org/v10?query=29168at7147	Tetratricopeptide repeat
12250at7147	Duplicated	ptg000245l	2931428	2963551	-	2673	635	https://www.orthodb.org/v10?query=12250at7147	conserved oligomeric Golgi complex subunit 4
12250at7147	Duplicated	ptg000078l	9939313	9977983	+	2562	618	https://www.orthodb.org/v10?query=12250at7147	conserved oligomeric Golgi complex subunit 4
12250at7147	Duplicated	ptg000078l	9939313	9942938	+	2585	641	https://www.orthodb.org/v10?query=12250at7147	conserved oligomeric Golgi complex subunit 4
65279at7147	Complete	ptg000014l	3056535	3087831	+	1010	108	https://www.orthodb.org/v10?query=65279at7147	uncharacterized protein LOC105220298
29889at7147	Duplicated	ptg000092l	1289007	1302307	-	2286	417	https://www.orthodb.org/v10?query=29889at7147	K Homology domain, type 1
29889at7147	Duplicated	ptg000161l	3160190	3171420	-	2266	417	https://www.orthodb.org/v10?query=29889at7147	K Homology domain, type 1
42176at7147	Complete	ptg000047l	4587133	4588114	+	720	263	https://www.orthodb.org/v10?query=42176at7147	tubulin-specific chaperone C
65345at7147	Duplicated	ptg000560l	855277	856798	-	513	126	https://www.orthodb.org/v10?query=65345at7147	mitochondrial fission process protein 1
65345at7147	Duplicated	ptg000179l	1088646	1092103	+	510	126	https://www.orthodb.org/v10?query=65345at7147	mitochondrial fission process protein 1
48575at7147	Duplicated	ptg000245l	5133526	5134592	+	869	258	https://www.orthodb.org/v10?query=48575at7147	cytoplasmic dynein 2 light intermediate chain 1
48575at7147	Duplicated	ptg000078l	7844224	7845280	-	841	257	https://www.orthodb.org/v10?query=48575at7147	cytoplasmic dynein 2 light intermediate chain 1
61970at7147	Duplicated	ptg000150l	2972447	2972951	+	768	160	https://www.orthodb.org/v10?query=61970at7147	actin-related protein 2/3 complex subunit 4
61970at7147	Duplicated	ptg000574l	3080766	3081270	+	768	160	https://www.orthodb.org/v10?query=61970at7147	actin-related protein 2/3 complex subunit 4
10512at7147	Duplicated	ptg000162l	2070480	2085500	+	3051	615	https://www.orthodb.org/v10?query=10512at7147	possible lysine-specific histone demethylase 1
10512at7147	Duplicated	ptg000577l	137486	149193	-	3053	615	https://www.orthodb.org/v10?query=10512at7147	possible lysine-specific histone demethylase 1
15838at7147	Duplicated	ptg000215l	1396485	1420563	-	2154	704	https://www.orthodb.org/v10?query=15838at7147	integrator complex subunit 5
15838at7147	Duplicated	ptg000656l	740687	765218	-	2158	704	https://www.orthodb.org/v10?query=15838at7147	integrator complex subunit 5
51975at7147	Duplicated	ptg000021l	7281311	7289994	+	825	249	https://www.orthodb.org/v10?query=51975at7147	WD40-repeat-containing domain
51975at7147	Duplicated	ptg000216l	5616394	5636437	+	825	249	https://www.orthodb.org/v10?query=51975at7147	WD40-repeat-containing domain
51339at7147	Complete	ptg000026l	2627850	2651663	-	1113	306	https://www.orthodb.org/v10?query=51339at7147	carnosine N-methyltransferase isoform X1
55489at7147	Duplicated	ptg000465l	438559	457101	+	710	203	https://www.orthodb.org/v10?query=55489at7147	Tetraspanin
55489at7147	Duplicated	ptg000121l	34927559	34947553	+	710	203	https://www.orthodb.org/v10?query=55489at7147	Tetraspanin
11437at7147	Complete	ptg000239l	372947	507483	-	2411	398	https://www.orthodb.org/v10?query=11437at7147	FERM domain
7133at7147	Duplicated	ptg000249l	2955349	3105368	-	3496	535	https://www.orthodb.org/v10?query=7133at7147	MyTH4 domain
7133at7147	Duplicated	ptg000397l	3904554	4060083	-	3489	535	https://www.orthodb.org/v10?query=7133at7147	MyTH4 domain
7754at7147	Duplicated	ptg000256l	1428127	1579790	-	2410	570	https://www.orthodb.org/v10?query=7754at7147	Immunoglobulin-like domain
7754at7147	Duplicated	ptg000412l	2901960	3023446	+	2324	570	https://www.orthodb.org/v10?query=7754at7147	Immunoglobulin-like domain
28492at7147	Duplicated	ptg000003l	20795	33972	+	1753	596	https://www.orthodb.org/v10?query=28492at7147	uncharacterized protein F23B12.7
28492at7147	Duplicated	ptg000015l	4575451	4593255	-	1741	596	https://www.orthodb.org/v10?query=28492at7147	uncharacterized protein F23B12.7
3153at7147	Duplicated	ptg000531l	743562	766115	-	4657	978	https://www.orthodb.org/v10?query=3153at7147	Mitogen activated protein kinase kinase kinase 5, mapkkk5, mekk5
3153at7147	Duplicated	ptg000426l	370149	392148	+	4650	978	https://www.orthodb.org/v10?query=3153at7147	Mitogen activated protein kinase kinase kinase 5, mapkkk5, mekk5
38433at7147	Duplicated	ptg000561l	2142027	2171022	+	1416	323	https://www.orthodb.org/v10?query=38433at7147	PPM-type phosphatase domain
38433at7147	Duplicated	ptg000121l	23748455	23771582	-	1399	323	https://www.orthodb.org/v10?query=38433at7147	PPM-type phosphatase domain
65636at7147	Duplicated	ptg000570l	362596	363100	+	603	105	https://www.orthodb.org/v10?query=65636at7147	DNA-directed RNA polymerase subunit
65636at7147	Duplicated	ptg000023l	813723	814218	+	603	105	https://www.orthodb.org/v10?query=65636at7147	DNA-directed RNA polymerase subunit
53397at7147	Duplicated	ptg000021l	5700936	5706057	-	1019	159	https://www.orthodb.org/v10?query=53397at7147	desumoylating isopeptidase 2
53397at7147	Duplicated	ptg000216l	4126697	4131966	-	986	159	https://www.orthodb.org/v10?query=53397at7147	desumoylating isopeptidase 2
69496at7147	Duplicated	ptg000597l	1969794	1989920	+	516	170	https://www.orthodb.org/v10?query=69496at7147	peroxisomal membrane protein 2
69496at7147	Duplicated	ptg000314l	4480429	4507535	-	516	170	https://www.orthodb.org/v10?query=69496at7147	peroxisomal membrane protein 2
13885at7147	Duplicated	ptg000654l	451589	464541	+	2849	747	https://www.orthodb.org/v10?query=13885at7147	sorting nexin-25
13885at7147	Duplicated	ptg000110l	1029804	1047596	-	2845	747	https://www.orthodb.org/v10?query=13885at7147	sorting nexin-25
20349at7147	Duplicated	ptg000176l	14035913	14094979	+	1485	241	https://www.orthodb.org/v10?query=20349at7147	cyclin-dependent kinase 14 isoform X1
20349at7147	Duplicated	ptg000108l	8893509	8935066	-	1485	241	https://www.orthodb.org/v10?query=20349at7147	cyclin-dependent kinase 14 isoform X1
67511at7147	Duplicated	ptg000130l	9756961	9766289	+	595	105	https://www.orthodb.org/v10?query=67511at7147	longitudinals lacking protein-like
67511at7147	Duplicated	ptg000084l	1693043	1696471	+	595	105	https://www.orthodb.org/v10?query=67511at7147	longitudinals lacking protein-like
35807at7147	Duplicated	ptg000031l	616171	633930	+	1350	259	https://www.orthodb.org/v10?query=35807at7147	solute carrier family 35 member E1 homolog
35807at7147	Duplicated	ptg000081l	1274567	1293478	+	1348	259	https://www.orthodb.org/v10?query=35807at7147	solute carrier family 35 member E1 homolog
3510at7147	Duplicated	ptg000525l	1012989	1029925	-	3406	783	https://www.orthodb.org/v10?query=3510at7147	EGF-like, conserved site
3510at7147	Duplicated	ptg000187l	476988	491628	+	3451	783	https://www.orthodb.org/v10?query=3510at7147	EGF-like, conserved site
3510at7147	Duplicated	ptg000525l	1012989	1029925	-	3420	783	https://www.orthodb.org/v10?query=3510at7147	EGF-like, conserved site
3510at7147	Duplicated	ptg000525l	1012989	1029925	-	3420	783	https://www.orthodb.org/v10?query=3510at7147	EGF-like, conserved site
16831at7147	Duplicated	ptg000419l	1144490	1166887	-	2659	521	https://www.orthodb.org/v10?query=16831at7147	ATP-binding cassette sub-family F member 2
16831at7147	Duplicated	ptg000041l	5123451	5151081	+	2659	521	https://www.orthodb.org/v10?query=16831at7147	ATP-binding cassette sub-family F member 2
35021at7147	Duplicated	ptg000340l	1240997	1253557	+	1847	542	https://www.orthodb.org/v10?query=35021at7147	MutL, C-terminal, dimerisation
35021at7147	Duplicated	ptg000326l	5256783	5268086	+	1816	543	https://www.orthodb.org/v10?query=35021at7147	MutL, C-terminal, dimerisation
41421at7147	Duplicated	ptg000013l	7506150	7545530	-	861	220	https://www.orthodb.org/v10?query=41421at7147	GPI inositol-deacylase
41421at7147	Duplicated	ptg000268l	2214918	2246119	+	856	220	https://www.orthodb.org/v10?query=41421at7147	GPI inositol-deacylase
49533at7147	Duplicated	ptg000207l	812881	862263	+	894	224	https://www.orthodb.org/v10?query=49533at7147	uncharacterized protein LOC106619128
49533at7147	Duplicated	ptg000259l	91324	136880	-	890	224	https://www.orthodb.org/v10?query=49533at7147	uncharacterized protein LOC106619128
69619at7147	Duplicated	ptg000455l	1283964	1284417	+	370	117	https://www.orthodb.org/v10?query=69619at7147	uncharacterized protein LOC108603450
69619at7147	Duplicated	ptg000124l	1266688	1267141	+	369	117	https://www.orthodb.org/v10?query=69619at7147	uncharacterized protein LOC108603450
63427at7147	Duplicated	ptg000726l	741992	742424	-	732	131	https://www.orthodb.org/v10?query=63427at7147	protein BUD31 homolog
63427at7147	Duplicated	ptg000583l	842952	843384	+	732	131	https://www.orthodb.org/v10?query=63427at7147	protein BUD31 homolog
60950at7147	Complete	ptg000538l	439171	496341	-	979	203	https://www.orthodb.org/v10?query=60950at7147	endothelial lipase
6487at7147	Complete	ptg000520l	1930472	1961030	-	4530	775	https://www.orthodb.org/v10?query=6487at7147	EF-hand domain
22781at7147	Duplicated	ptg000011l	3522953	3524330	+	1604	375	https://www.orthodb.org/v10?query=22781at7147	carboxylesterase 5A
22781at7147	Duplicated	ptg000385l	341365	342742	-	1597	375	https://www.orthodb.org/v10?query=22781at7147	carboxylesterase 5A
22781at7147	Duplicated	ptg000385l	341365	342742	-	1597	375	https://www.orthodb.org/v10?query=22781at7147	carboxylesterase 5A
66874at7147	Duplicated	ptg000372l	3836619	3853612	+	581	168	https://www.orthodb.org/v10?query=66874at7147	vesicle transport protein USE1
66874at7147	Duplicated	ptg000121l	31893547	31908278	+	580	168	https://www.orthodb.org/v10?query=66874at7147	vesicle transport protein USE1
17669at7147	Duplicated	ptg000183l	3739574	3808616	-	1625	409	https://www.orthodb.org/v10?query=17669at7147	organic cation transporter protein
17669at7147	Duplicated	ptg000236l	1458503	1510671	+	1625	409	https://www.orthodb.org/v10?query=17669at7147	organic cation transporter protein
39344at7147	Duplicated	ptg000165l	13284910	13327831	+	1200	191	https://www.orthodb.org/v10?query=39344at7147	Zinc finger, GATA-type
39344at7147	Duplicated	ptg000514l	1549802	1569177	+	1198	191	https://www.orthodb.org/v10?query=39344at7147	Zinc finger, GATA-type
75336at7147	Duplicated	ptg000804l	197992	198378	-	191	75	https://www.orthodb.org/v10?query=75336at7147	small integral membrane protein 14
75336at7147	Duplicated	ptg000035l	4327904	4328302	+	190	76	https://www.orthodb.org/v10?query=75336at7147	small integral membrane protein 14
36621at7147	Complete	ptg000414l	1070956	1102101	-	851	246	https://www.orthodb.org/v10?query=36621at7147	PPM-type phosphatase domain
38001at7147	Duplicated	ptg000621l	173932	183484	+	946	237	https://www.orthodb.org/v10?query=38001at7147	chymotrypsinogen A
38001at7147	Duplicated	ptg000344l	145830	155841	+	946	237	https://www.orthodb.org/v10?query=38001at7147	chymotrypsinogen A
40653at7147	Duplicated	ptg000121l	19310024	19311520	-	1085	216	https://www.orthodb.org/v10?query=40653at7147	uncharacterized protein LOC108089498
40653at7147	Duplicated	ptg000005l	4062224	4063719	-	1065	216	https://www.orthodb.org/v10?query=40653at7147	uncharacterized protein LOC108089498
45052at7147	Duplicated	ptg000432l	8626801	8671509	-	1287	214	https://www.orthodb.org/v10?query=45052at7147	Arp2/3 complex 34 kDa subunit
45052at7147	Duplicated	ptg000046l	7751577	7814204	+	1293	217	https://www.orthodb.org/v10?query=45052at7147	Arp2/3 complex 34 kDa subunit
9673at7147	Complete	ptg000305l	340982	370737	+	2337	530	https://www.orthodb.org/v10?query=9673at7147	Angiotensin-converting enzyme
56902at7147	Duplicated	ptg000173l	3765433	3872500	+	853	215	https://www.orthodb.org/v10?query=56902at7147	corticotropin-releasing factor-binding protein
56902at7147	Duplicated	ptg000366l	1257251	1353167	-	846	215	https://www.orthodb.org/v10?query=56902at7147	corticotropin-releasing factor-binding protein
29994at7147	Duplicated	ptg000542l	415179	417920	+	1585	471	https://www.orthodb.org/v10?query=29994at7147	protein ecdysoneless
29994at7147	Duplicated	ptg000097l	14036825	14039460	-	1579	469	https://www.orthodb.org/v10?query=29994at7147	protein ecdysoneless
71142at7147	Duplicated	ptg000121l	23378223	23378687	-	601	101	https://www.orthodb.org/v10?query=71142at7147	DNA-directed RNA polymerase, 14-18kDa subunit, conserved site
71142at7147	Duplicated	ptg000561l	2590695	2591163	+	601	101	https://www.orthodb.org/v10?query=71142at7147	DNA-directed RNA polymerase, 14-18kDa subunit, conserved site
37432at7147	Duplicated	ptg000200l	7942974	7945750	-	1279	384	https://www.orthodb.org/v10?query=37432at7147	ADP-dependent glucokinase
37432at7147	Duplicated	ptg000631l	477053	480423	+	1276	384	https://www.orthodb.org/v10?query=37432at7147	ADP-dependent glucokinase
29006at7147	Duplicated	ptg000078l	1453523	1465641	-	1960	308	https://www.orthodb.org/v10?query=29006at7147	WD40-repeat-containing domain
29006at7147	Duplicated	ptg000319l	3774636	3792279	-	1981	307	https://www.orthodb.org/v10?query=29006at7147	WD40-repeat-containing domain
4408at7147	Duplicated	ptg000013l	7683168	7730408	+	4199	744	https://www.orthodb.org/v10?query=4408at7147	ubiquitin conjugation factor E4 B
4408at7147	Duplicated	ptg000268l	1979230	2016730	-	4244	744	https://www.orthodb.org/v10?query=4408at7147	ubiquitin conjugation factor E4 B
35419at7147	Duplicated	ptg000094l	11147380	11148571	+	1621	341	https://www.orthodb.org/v10?query=35419at7147	Acyl-CoA dehydrogenase/oxidase, N-terminal
35419at7147	Duplicated	ptg000165l	9008260	9009418	-	1626	341	https://www.orthodb.org/v10?query=35419at7147	Acyl-CoA dehydrogenase/oxidase, N-terminal
32752at7147	Duplicated	ptg000060l	1840988	1843871	-	1316	631	https://www.orthodb.org/v10?query=32752at7147	protein NRDE2 homolog
32752at7147	Duplicated	ptg000067l	4854711	4857594	+	1302	631	https://www.orthodb.org/v10?query=32752at7147	protein NRDE2 homolog
14136at7147	Duplicated	ptg000582l	1346386	1569962	+	1994	320	https://www.orthodb.org/v10?query=14136at7147	uncharacterized protein LOC108382567
14136at7147	Duplicated	ptg000365l	4063582	4269466	+	1995	320	https://www.orthodb.org/v10?query=14136at7147	uncharacterized protein LOC108382567
52547at7147	Duplicated	ptg000135l	850072	851108	+	850	163	https://www.orthodb.org/v10?query=52547at7147	protein Gemin2
52547at7147	Duplicated	ptg000050l	838188	839263	+	850	163	https://www.orthodb.org/v10?query=52547at7147	protein Gemin2
44239at7147	Duplicated	ptg000356l	1312362	1314308	-	946	274	https://www.orthodb.org/v10?query=44239at7147	NAD-dependent protein deacylase
44239at7147	Duplicated	ptg000073l	6726290	6728220	-	942	275	https://www.orthodb.org/v10?query=44239at7147	NAD-dependent protein deacylase
50872at7147	Duplicated	ptg000190l	2317761	2318750	+	1080	235	https://www.orthodb.org/v10?query=50872at7147	uncharacterized protein LOC108146781
50872at7147	Duplicated	ptg000015l	517815	518800	+	1080	235	https://www.orthodb.org/v10?query=50872at7147	uncharacterized protein LOC108146781
31785at7147	Duplicated	ptg000220l	5853556	5875458	+	1353	418	https://www.orthodb.org/v10?query=31785at7147	rac GTPase-activating protein 1
31785at7147	Duplicated	ptg000589l	2291276	2298007	+	1353	412	https://www.orthodb.org/v10?query=31785at7147	rac GTPase-activating protein 1
5132at7147	Duplicated	ptg000165l	12290610	12406543	+	3600	929	https://www.orthodb.org/v10?query=5132at7147	Ankyrin repeat-containing domain
5132at7147	Duplicated	ptg000514l	648652	775539	+	3597	929	https://www.orthodb.org/v10?query=5132at7147	Ankyrin repeat-containing domain
29906at7147	Duplicated	ptg000415l	1558353	1560704	+	1718	491	https://www.orthodb.org/v10?query=29906at7147	ESF1 homolog
29906at7147	Duplicated	ptg000686l	391623	410426	+	1710	491	https://www.orthodb.org/v10?query=29906at7147	ESF1 homolog
37248at7147	Duplicated	ptg000038l	22625523	22639200	+	1970	473	https://www.orthodb.org/v10?query=37248at7147	Phospholipase B-like
37248at7147	Duplicated	ptg000169l	7266572	7282402	-	1963	474	https://www.orthodb.org/v10?query=37248at7147	Phospholipase B-like
39439at7147	Duplicated	ptg000105l	1651242	1652574	-	868	297	https://www.orthodb.org/v10?query=39439at7147	Antifreeze-like/N-acetylneuraminic acid synthase C-terminal
39439at7147	Duplicated	ptg000147l	4357771	4359061	+	862	297	https://www.orthodb.org/v10?query=39439at7147	Antifreeze-like/N-acetylneuraminic acid synthase C-terminal
11078at7147	Duplicated	ptg000456l	2892927	2906015	-	3082	702	https://www.orthodb.org/v10?query=11078at7147	Zinc finger, RING-CH-type
11078at7147	Duplicated	ptg000678l	2397695	2418478	+	3076	702	https://www.orthodb.org/v10?query=11078at7147	Zinc finger, RING-CH-type
32079at7147	Duplicated	ptg000064l	979289	999464	-	901	288	https://www.orthodb.org/v10?query=32079at7147	Glycoside hydrolase family 18, catalytic domain
32079at7147	Duplicated	ptg000296l	3160163	3170402	-	901	288	https://www.orthodb.org/v10?query=32079at7147	Glycoside hydrolase family 18, catalytic domain
2437at7147	Complete	ptg000047l	5381908	5409809	+	3624	606	https://www.orthodb.org/v10?query=2437at7147	Immunoglobulin-like domain
56893at7147	Complete	ptg000237l	2957280	3089643	+	1251	196	https://www.orthodb.org/v10?query=56893at7147	Probable methylthioribulose-1-phosphate dehydratase
31289at7147	Complete	ptg000305l	3556733	3567198	-	2302	508	https://www.orthodb.org/v10?query=31289at7147	methyltransferase-like protein 13
8929at7147	Complete	ptg000014l	429798	565386	+	2108	335	https://www.orthodb.org/v10?query=8929at7147	Basic helix-loop-helix zip transcription factor
5281at7147	Complete	ptg000174l	495637	524908	-	3515	876	https://www.orthodb.org/v10?query=5281at7147	PurM-like, C-terminal domain
70268at7147	Duplicated	ptg000326l	3438109	3438787	-	499	166	https://www.orthodb.org/v10?query=70268at7147	2-aminoethanethiol dioxygenase
70268at7147	Duplicated	ptg000262l	641806	642484	+	499	166	https://www.orthodb.org/v10?query=70268at7147	2-aminoethanethiol dioxygenase
45641at7147	Duplicated	ptg000314l	6615466	6616417	+	1126	234	https://www.orthodb.org/v10?query=45641at7147	GPN-loop GTPase
45641at7147	Duplicated	ptg000473l	1414996	1415947	-	1126	234	https://www.orthodb.org/v10?query=45641at7147	GPN-loop GTPase
68921at7147	Complete	ptg000237l	2149786	2157412	-	463	113	https://www.orthodb.org/v10?query=68921at7147	Beta-thymosin
37008at7147	Duplicated	ptg000306l	1103114	1121937	-	1580	319	https://www.orthodb.org/v10?query=37008at7147	Phosphatidyl inositol N-acetylglucosaminyl transferase subunit Q
37008at7147	Duplicated	ptg000383l	2117944	2128468	+	1577	319	https://www.orthodb.org/v10?query=37008at7147	Phosphatidyl inositol N-acetylglucosaminyl transferase subunit Q
78760at7147	Duplicated	ptg000680l	628795	629249	-	303	65	https://www.orthodb.org/v10?query=78760at7147	cytochrome c oxidase subunit 7A, mitochondrial
78760at7147	Duplicated	ptg000275l	619752	620198	-	301	65	https://www.orthodb.org/v10?query=78760at7147	cytochrome c oxidase subunit 7A, mitochondrial
37209at7147	Duplicated	ptg000165l	1414184	1415396	-	1403	344	https://www.orthodb.org/v10?query=37209at7147	alpha-1,3/1,6-mannosyltransferase ALG2
37209at7147	Duplicated	ptg000013l	3256039	3257251	+	1395	344	https://www.orthodb.org/v10?query=37209at7147	alpha-1,3/1,6-mannosyltransferase ALG2
40867at7147	Duplicated	ptg000176l	4502863	4512894	+	1387	476	https://www.orthodb.org/v10?query=40867at7147	rap1 GTPase-GDP dissociation stimulator 1
40867at7147	Duplicated	ptg000169l	34376663	34393190	+	1381	476	https://www.orthodb.org/v10?query=40867at7147	rap1 GTPase-GDP dissociation stimulator 1
2948at7147	Duplicated	ptg000090l	8739323	8744751	+	2622	574	https://www.orthodb.org/v10?query=2948at7147	Zinc finger C2H2 superfamily
2948at7147	Duplicated	ptg000240l	692416	697840	+	2606	574	https://www.orthodb.org/v10?query=2948at7147	Zinc finger C2H2 superfamily
63412at7147	Duplicated	ptg000164l	5331029	5332037	+	780	275	https://www.orthodb.org/v10?query=63412at7147	transmembrane protein 19
63412at7147	Duplicated	ptg000321l	3851880	3852888	+	780	275	https://www.orthodb.org/v10?query=63412at7147	transmembrane protein 19
71529at7147	Duplicated	ptg000097l	10272220	10272785	+	347	122	https://www.orthodb.org/v10?query=71529at7147	Copper-zinc superoxide dismutase 1
71529at7147	Duplicated	ptg000048l	753268	753798	+	343	122	https://www.orthodb.org/v10?query=71529at7147	Copper-zinc superoxide dismutase 1
19765at7147	Duplicated	ptg000738l	248536	300932	+	2317	487	https://www.orthodb.org/v10?query=19765at7147	Nucleoside phosphorylase superfamily
19765at7147	Duplicated	ptg000697l	250841	284041	+	2314	487	https://www.orthodb.org/v10?query=19765at7147	Nucleoside phosphorylase superfamily
49748at7147	Duplicated	ptg000176l	5521762	5537609	-	749	205	https://www.orthodb.org/v10?query=49748at7147	Ribosomal protein S15
49748at7147	Duplicated	ptg000169l	35337586	35349223	-	741	206	https://www.orthodb.org/v10?query=49748at7147	Ribosomal protein S15
65772at7147	Duplicated	ptg000161l	4454494	4455340	+	492	121	https://www.orthodb.org/v10?query=65772at7147	Na(+)/H(+) exchange regulatory cofactor NHE-RF1
65772at7147	Duplicated	ptg000092l	2556689	2557535	+	498	121	https://www.orthodb.org/v10?query=65772at7147	Na(+)/H(+) exchange regulatory cofactor NHE-RF1
66771at7147	Duplicated	ptg000169l	2834312	2835305	+	548	174	https://www.orthodb.org/v10?query=66771at7147	Zinc finger C2H2 superfamily
66771at7147	Duplicated	ptg000043l	901883	902876	+	549	174	https://www.orthodb.org/v10?query=66771at7147	Zinc finger C2H2 superfamily
30695at7147	Duplicated	ptg000013l	3445054	3472847	+	1723	239	https://www.orthodb.org/v10?query=30695at7147	Regulator of gene activity
30695at7147	Duplicated	ptg000165l	1197530	1221909	-	1720	239	https://www.orthodb.org/v10?query=30695at7147	Regulator of gene activity
33458at7147	Duplicated	ptg000465l	697940	708137	+	1219	273	https://www.orthodb.org/v10?query=33458at7147	uncharacterized protein LOC106621310
33458at7147	Duplicated	ptg000121l	35203202	35212790	+	1214	273	https://www.orthodb.org/v10?query=33458at7147	uncharacterized protein LOC106621310
50753at7147	Duplicated	ptg000399l	2234214	2268432	-	1593	281	https://www.orthodb.org/v10?query=50753at7147	G-protein coupled receptor
50753at7147	Duplicated	ptg000143l	457759	478534	+	1593	281	https://www.orthodb.org/v10?query=50753at7147	G-protein coupled receptor
44933at7147	Duplicated	ptg000463l	1868139	1869157	-	1055	275	https://www.orthodb.org/v10?query=44933at7147	Short-chain dehydrogenase/reductase, conserved site
44933at7147	Duplicated	ptg000114l	5514612	5515630	+	1046	275	https://www.orthodb.org/v10?query=44933at7147	Short-chain dehydrogenase/reductase, conserved site
2918at7147	Duplicated	ptg000657l	658739	715744	+	4786	1218	https://www.orthodb.org/v10?query=2918at7147	Sec7 domain
2918at7147	Duplicated	ptg000219l	72223	117432	+	4782	1219	https://www.orthodb.org/v10?query=2918at7147	Sec7 domain
72009at7147	Duplicated	ptg000326l	282328	283000	+	433	97	https://www.orthodb.org/v10?query=72009at7147	NADH dehydrogenase 
72009at7147	Duplicated	ptg000262l	3874736	3875421	-	433	97	https://www.orthodb.org/v10?query=72009at7147	NADH dehydrogenase 
57821at7147	Duplicated	ptg000383l	471558	497011	-	825	172	https://www.orthodb.org/v10?query=57821at7147	EF-hand domain
57821at7147	Duplicated	ptg000423l	424014	447881	+	825	172	https://www.orthodb.org/v10?query=57821at7147	EF-hand domain
23821at7147	Complete	ptg000414l	50248	53601	+	1650	403	https://www.orthodb.org/v10?query=23821at7147	Cytochrome P450
37851at7147	Complete	ptg000252l	12234262	12235503	+	1573	202	https://www.orthodb.org/v10?query=37851at7147	Armadillo-type fold
20280at7147	Duplicated	ptg000552l	1305350	1317262	+	1034	388	https://www.orthodb.org/v10?query=20280at7147	BTB/POZ domain-containing protein 17
20280at7147	Duplicated	ptg000418l	2182921	2198959	-	1028	388	https://www.orthodb.org/v10?query=20280at7147	BTB/POZ domain-containing protein 17
33436at7147	Duplicated	ptg000097l	28062544	28119157	+	1581	335	https://www.orthodb.org/v10?query=33436at7147	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1
33436at7147	Duplicated	ptg000106l	20282251	20327225	-	1570	335	https://www.orthodb.org/v10?query=33436at7147	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1
13201at7147	Duplicated	ptg000351l	2764765	2777969	+	2087	514	https://www.orthodb.org/v10?query=13201at7147	Arginyl tRNA synthetase N-terminal domain
13201at7147	Duplicated	ptg000118l	436495	448923	-	2078	514	https://www.orthodb.org/v10?query=13201at7147	Arginyl tRNA synthetase N-terminal domain
41648at7147	Duplicated	ptg000383l	502581	504122	+	787	242	https://www.orthodb.org/v10?query=41648at7147	Mediator of RNA polymerase II transcription subunit 27
41648at7147	Duplicated	ptg000423l	468062	469564	+	787	242	https://www.orthodb.org/v10?query=41648at7147	Mediator of RNA polymerase II transcription subunit 27
10441at7147	Duplicated	ptg000076l	787663	819957	+	1936	595	https://www.orthodb.org/v10?query=10441at7147	Autophagy-related protein 9
10441at7147	Duplicated	ptg000013l	17407284	17428960	-	1922	594	https://www.orthodb.org/v10?query=10441at7147	Autophagy-related protein 9
31170at7147	Duplicated	ptg000324l	1148682	1161387	-	1292	490	https://www.orthodb.org/v10?query=31170at7147	dihydroxyacetone phosphate acyltransferase
31170at7147	Duplicated	ptg000114l	3565201	3579494	-	1263	490	https://www.orthodb.org/v10?query=31170at7147	dihydroxyacetone phosphate acyltransferase
57691at7147	Duplicated	ptg000097l	11985655	11999994	-	567	147	https://www.orthodb.org/v10?query=57691at7147	Coenzyme Q-binding protein COQ10, mitochondrial
57691at7147	Duplicated	ptg000048l	2454143	2470482	-	567	147	https://www.orthodb.org/v10?query=57691at7147	Coenzyme Q-binding protein COQ10, mitochondrial
1009at7147	Duplicated	ptg000374l	1081013	1091444	-	10881	2544	https://www.orthodb.org/v10?query=1009at7147	apolipophorins
1009at7147	Duplicated	ptg000551l	153697	164130	-	10880	2559	https://www.orthodb.org/v10?query=1009at7147	apolipophorins
16294at7147	Duplicated	ptg000102l	5188859	5207486	+	1417	549	https://www.orthodb.org/v10?query=16294at7147	nucleolar protein 14 homolog
16294at7147	Duplicated	ptg000518l	970152	995611	+	1413	549	https://www.orthodb.org/v10?query=16294at7147	nucleolar protein 14 homolog
45322at7147	Duplicated	ptg000256l	11144532	11145512	-	717	256	https://www.orthodb.org/v10?query=45322at7147	lipid droplet-associated hydrolase
45322at7147	Duplicated	ptg000027l	6829415	6830401	-	711	256	https://www.orthodb.org/v10?query=45322at7147	lipid droplet-associated hydrolase
