Gene	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	Identity	Fraction	Frameshift events	Best gene	Codons
55637at7147	Single	ptg000041l_1	15489600	15490472	+	824	172	0.6102	1.0	0	55637at7147_0	15489601_15490152_+|15490266_15490472_+
25000at7147	Single	ptg000214l_1	5905383	5922352	-	1159	382	0.5023	0.9071729957805907	0	25000at7147_9	5922261_5922352_-|5907989_5908233_-|5907122_5907249_-|5905812_5906289_-|5905384_5905745_-
32864at7147	Single	ptg000105l_1	5252858	5266329	+	1362	343	0.6442	0.9721518987341772	0	32864at7147_8	5252859_5252961_+|5265284_5266329_+
9709at7147	Single	ptg000102l_1	11899369	11908922	+	4917	1059	0.6643	0.9575713240673006	0	9709at7147_5	11899370_11899790_+|11904881_11905181_+|11905252_11905759_+|11905820_11905991_+|11906063_11906195_+|11906273_11908922_+
24267at7147	Single	ptg000286l_1	2153089	2159275	-	1145	397	0.4746	0.9545454545454546	0	24267at7147_0	2159213_2159275_-|2158298_2159159_-|2158041_2158239_-|2153090_2153378_-
56034at7147	Single	ptg000475l_1	253821	255045	+	790	209	0.5296	1.0	0	56034at7147_3	253822_253923_+|254001_254112_+|254180_254373_+|254429_254574_+|254787_255045_+
9566at7147	Single	ptg000061l_1	5295104	5311620	+	3864	1324	0.4163	0.9173980382034074	0	9566at7147_3	5295105_5295300_+|5306405_5307958_+|5308021_5308437_+|5308493_5311620_+
44529at7147	Single	ptg000047l_1	4009536	4010562	-	531	254	0.3639	0.9258312020460358	0	44529at7147_3	4009537_4010562_-
38580at7147	Single	ptg000280l_1	2926822	2928247	-	1345	362	0.6114	0.9358974358974359	0	38580at7147_4	2927576_2928247_-|2927119_2927514_-|2926823_2927053_-
75726at7147	Single	ptg000014l_1	2793502	2793730	+	257	61	0.6053	1.0	0	75726at7147_2	2793503_2793730_+
43003at7147	Duplicated	ptg000243l_1	2940052	2960596	+	1126	259	0.7413	0.8397626112759644	0	43003at7147_1	2940053_2940635_+|2940697_2940790_+|2960428_2960596_+
43003at7147	Duplicated	ptg000142l_1	7497319	7517419	-	1126	259	0.7413	0.8397626112759644	0	43003at7147_1	7516837_7517419_-|7516681_7516774_-|7497320_7497488_-
15759at7147	Single	ptg000305l_1	2527751	2558507	+	6225	792	0.9764	1.0	0	15759at7147_0	2527752_2527930_+|2539849_2540411_+|2541770_2542427_+|2543907_2544799_+|2556779_2557072_+|2557135_2557698_+|2557769_2557919_+|2557997_2558090_+|2558155_2558318_+|2558387_2558507_+
56896at7147	Single	ptg000280l_1	2334708	2335452	-	703	171	0.5955	0.8661417322834646	0	56896at7147_3	2335392_2335452_-|2334709_2335295_-
56475at7147	Single	ptg000287l_1	3330602	3331847	+	985	260	0.4763	0.9787735849056604	0	56475at7147_1	3330603_3330713_+|3330780_3331847_+
3250at7147	Single	ptg000193l_1	6601344	6606029	+	5087	1147	0.6854	0.9863505747126436	0	3250at7147_0	6601345_6601537_+|6601599_6602262_+|6602325_6602711_+|6602771_6603460_+|6603524_6605203_+|6605265_6605411_+|6605473_6605629_+|6605766_6606029_+
37352at7147	Single	ptg000102l_1	9464655	9477917	-	1192	306	0.5408	1.0	0	37352at7147_8	9477761_9477917_-|9475904_9476278_-|9475027_9475426_-|9464943_9465065_-|9464656_9464875_-
66900at7147	Single	ptg000055l_1	5627201	5627685	-	609	112	0.9748	1.0	0	66900at7147_9	5627637_5627685_-|5627498_5627571_-|5627202_5627435_-
4270at7147	Single	ptg000308l_1	984917	1021730	-	3411	838	0.5873	0.9991015274034142	0	4270at7147_9	1021220_1021730_-|1020605_1021158_-|1020392_1020544_-|1019777_1020178_-|1019270_1019431_-|1018084_1018215_-|1017150_1017910_-|1016607_1017088_-|1016395_1016528_-|984918_985007_-
20175at7147	Duplicated	ptg000123l_1	1799099	1814883	-	2375	604	0.5704	1.0	0	20175at7147_5	1813011_1814883_-|1799100_1799680_-
20175at7147	Duplicated	ptg000355l_1	2566886	2569459	-	2369	604	0.5692	1.0	0	20175at7147_5	2567587_2569459_-|2566887_2567467_-
35147at7147	Single	ptg000093l_1	1946844	1955751	-	1163	502	0.3608	0.9427012278308322	0	35147at7147_6	1955569_1955751_-|1954366_1955455_-|1947606_1947750_-|1946845_1947517_-
17030at7147	Single	ptg000271l_1	1594315	1596228	+	1836	378	0.5937	0.9266862170087976	0	17030at7147_5	1594316_1594487_+|1594552_1594827_+|1594889_1596228_+
6036at7147	Single	ptg000068l_1	810354	848046	-	3409	994	0.569	0.9847756410256411	0	6036at7147_5	847955_848046_-|825056_827520_-|824730_824933_-|824304_824664_-|810758_810926_-|810355_810690_-
50591at7147	Single	ptg000532l_1	744200	744902	-	761	179	0.6426	0.8371212121212122	0	50591at7147_6	744201_744902_-
51776at7147	Duplicated	ptg000523l_1	2003313	2042589	+	690	248	0.4921	1.0	0	51776at7147_5	2003314_2003434_+|2003505_2003594_+|2040213_2040626_+|2042336_2042589_+
51776at7147	Duplicated	ptg000218l_1	2247269	2248348	+	700	248	0.4472	1.0	0	51776at7147_5	2247270_2247489_+|2247553_2248002_+|2248065_2248348_+
69282at7147	Duplicated	ptg000043l_1	976947	996739	-	472	102	0.7692	0.43820224719101125	0	69282at7147_0	996679_996739_-|996536_996608_-|977092_977224_-|976948_977031_-
69282at7147	Duplicated	ptg000086l_1	950791	958271	-	472	102	0.7692	0.43820224719101125	0	69282at7147_0	958211_958271_-|958065_958137_-|950937_951069_-|950792_950875_-
58911at7147	Duplicated	ptg000355l_1	425633	426167	-	780	151	0.8202	1.0	0	58911at7147_1	425634_426167_-
58911at7147	Duplicated	ptg000085l_1	1064279	1064813	-	780	151	0.8202	1.0	0	58911at7147_1	1064280_1064813_-
47396at7147	Single	ptg000262l_1	2413705	2429988	+	1887	393	0.543	1.0	0	47396at7147_2	2413706_2414322_+|2414520_2415617_+|2429655_2429988_+
70365at7147	Single	ptg000258l_1	1779554	1784560	-	380	114	0.5538	1.0	0	70365at7147_5	1784440_1784560_-|1779731_1779885_-|1779555_1779668_-
3841at7147	Single	ptg000421l_1	986329	1033249	+	4068	854	0.5917	0.8387293830177154	0	3841at7147_3	986330_986653_+|1005877_1006075_+|1006154_1006464_+|1006534_1006677_+|1008480_1008555_+|1008636_1009043_+|1009158_1009979_+|1013760_1013873_+|1014060_1014988_+|1015052_1015297_+|1015363_1015517_+|1015586_1015754_+|1015993_1016099_+|1016239_1016371_+|1032962_1033249_+
6332at7147	Duplicated	ptg000190l_1	291655	320598	+	3489	967	0.5831	0.961380443714051	0	6332at7147_7	291656_292131_+|292192_292765_+|304943_306640_+|306702_306838_+|319972_320060_+|320111_320373_+|320440_320598_+
6332at7147	Duplicated	ptg000062l_1	33658	68418	-	3473	967	0.5824	0.961380443714051	0	6332at7147_7	67943_68418_-|67309_67882_-|40353_42050_-|40153_40289_-|34208_34284_-|33884_34146_-|33659_33817_-
9777at7147	Single	ptg000350l_1	892838	919469	+	3171	785	0.4167	1.0	0	9777at7147_3	892839_893047_+|893107_894542_+|894868_895655_+|907691_908086_+|916051_917136_+|917459_917830_+|918069_918451_+|918820_919119_+|919198_919289_+|919361_919469_+
595at7147	Single	ptg000121l_1	7169650	7210848	+	7144	2079	0.5175	1.0	0	595at7147_5	7169651_7169712_+|7185173_7185886_+|7192056_7192129_+|7192352_7192492_+|7192717_7193737_+|7193799_7196316_+|7196388_7196865_+|7196927_7197411_+|7197468_7197660_+|7203061_7203833_+|7204873_7206001_+|7206086_7206236_+|7206296_7206502_+|7206969_7207416_+|7210639_7210848_+
24608at7147	Single	ptg000262l_1	391505	393259	+	1664	363	0.7133	0.9253731343283582	0	24608at7147_9	391506_391597_+|391846_391996_+|392063_392724_+|392799_392942_+|393001_393259_+
48887at7147	Single	ptg000222l_1	5472483	5476173	-	1900	407	0.6517	1.0	0	48887at7147_7	5475677_5476173_-|5475420_5475610_-|5475149_5475350_-|5474931_5475093_-|5472943_5473173_-|5472656_5472880_-|5472484_5472588_-
32656at7147	Single	ptg000065l_1	11150309	11159172	-	2089	336	0.9724	0.9342723004694836	0	32656at7147_1	11158716_11159172_-|11158331_11158644_-|11150718_11150873_-|11150451_11150646_-|11150310_11150380_-
42154at7147	Single	ptg000125l_1	2342643	2343555	-	1293	284	0.7467	0.9617834394904459	0	42154at7147_2	2342644_2343555_-
54648at7147	Single	ptg000345l_1	808850	816564	+	915	313	0.4471	1.0	0	54648at7147_0	808851_809731_+|816166_816299_+|816368_816564_+
37114at7147	Single	ptg000105l_1	3247462	3258788	+	3527	511	0.954	1.0	0	37114at7147_2	3247463_3247489_+|3247561_3248156_+|3248271_3248544_+|3248608_3249067_+|3257992_3258788_+
64928at7147	Single	ptg000070l_1	1400456	1414725	-	795	100	0.7966	0.8730964467005076	0	64928at7147_1	1414563_1414725_-|1414180_1414329_-|1400457_1400674_-
15295at7147	Single	ptg000043l_1	1822530	1824347	+	1963	448	0.6937	1.0	0	15295at7147_8	1822531_1822587_+|1822658_1823461_+|1823544_1824347_+
28015at7147	Duplicated	ptg000020l_1	2480347	2510320	+	1136	349	0.5641	0.9848484848484849	0	28015at7147_9	2480348_2480389_+|2480459_2481196_+|2509468_2509650_+|2510067_2510176_+|2510236_2510320_+
28015at7147	Duplicated	ptg000056l_1	1187994	1199557	-	1136	349	0.5641	0.9848484848484849	0	28015at7147_9	1199516_1199557_-|1198710_1199447_-|1188666_1188848_-|1188136_1188245_-|1187995_1188079_-
2104at7147	Single	ptg000130l_1	4859047	5071701	+	9741	1152	0.9038	1.0	0	2104at7147_6	4859048_4859177_+|4867193_4867351_+|4899262_4899444_+|4919666_4920052_+|4920124_4920257_+|4920410_4920560_+|4960940_4961040_+|4961304_4961496_+|4977429_4977579_+|4984286_4984422_+|4994170_4994466_+|5064908_5065047_+|5065991_5069395_+|5069456_5069872_+|5071636_5071701_+
20952at7147	Single	ptg000410l_1	3383565	3385621	-	2424	476	0.7546	1.0	0	20952at7147_0	3385403_3385621_-|3384313_3385344_-|3383809_3384164_-|3383566_3383740_-
30497at7147	Duplicated	ptg000200l_1	1922322	1970590	+	5677	462	0.8079	0.9588652482269504	0	30497at7147_9	1922323_1922592_+|1933536_1934880_+|1934952_1935131_+|1944860_1944985_+|1945048_1945118_+|1952116_1952279_+|1952407_1952670_+|1963406_1963605_+|1963748_1963851_+|1963911_1964246_+|1964308_1964469_+|1964530_1964799_+|1969780_1969906_+|1970089_1970297_+|1970363_1970590_+
30497at7147	Duplicated	ptg000132l_1	11375989	11413334	+	5605	462	0.772	0.9588652482269504	0	30497at7147_9	11375990_11376259_+|11380453_11381797_+|11381868_11382047_+|11388028_11388290_+|11403326_11403489_+|11403617_11403880_+|11410513_11410948_+|11411008_11411343_+|11411405_11411566_+|11411627_11411896_+|11412524_11412650_+|11412833_11413041_+|11413107_11413334_+
32289at7147	Single	ptg000065l_1	17349545	17361416	+	1569	458	0.5399	0.9945553539019963	0	32289at7147_0	17349546_17349614_+|17349774_17350458_+|17359910_17360117_+|17360183_17360554_+|17360973_17361237_+|17361294_17361416_+
14886at7147	Single	ptg000409l_1	1793366	1799383	+	3007	759	0.4024	0.8868445262189513	0	14886at7147_5	1793367_1793495_+|1793790_1795213_+|1795643_1796547_+|1796610_1796814_+|1796917_1797080_+|1797148_1797727_+|1797832_1799383_+
22463at7147	Single	ptg000106l_1	16073603	16077785	+	1892	465	0.6549	0.9365609348914858	0	22463at7147_7	16073604_16073744_+|16073814_16074242_+|16076606_16077545_+|16077604_16077785_+
61280at7147	Single	ptg000217l_1	525639	526638	+	712	225	0.4486	1.0	0	61280at7147_4	525640_525744_+|525803_526431_+|526497_526638_+
37894at7147	Single	ptg000222l_1	2527793	2543378	-	962	162	0.9278	0.941747572815534	0	37894at7147_9	2543300_2543378_-|2543107_2543204_-|2542893_2543030_-|2542661_2542800_-|2527794_2527920_-
52543at7147	Duplicated	ptg000025l_1	8889668	8891192	-	1029	338	0.4088	1.0	0	52543at7147_2	8889669_8891192_-
52543at7147	Duplicated	ptg000167l_1	825097	826618	-	1026	338	0.4077	1.0	0	52543at7147_2	825098_826618_-
36943at7147	Single	ptg000061l_1	7819711	7820920	-	973	314	0.4794	0.8785249457700651	0	36943at7147_2	7819712_7820920_-
32539at7147	Single	ptg000055l_1	1949983	1959537	-	1659	296	0.7843	0.9621749408983451	0	32539at7147_6	1959506_1959537_-|1959252_1959425_-|1958989_1959172_-|1949984_1950796_-
45343at7147	Single	ptg000158l_1	1787945	1841851	+	1137	290	0.6469	1.0	0	45343at7147_0	1787946_1788133_+|1835871_1835994_+|1841089_1841234_+|1841308_1841851_+
13772at7147	Single	ptg000106l_1	11914181	11918265	-	2216	806	0.3932	0.9750584567420109	0	13772at7147_5	11917964_11918265_-|11914909_11917905_-|11914313_11914683_-|11914182_11914243_-
3551at7147	Single	ptg000148l_1	11305718	11403636	-	3100	556	0.667	0.44022503516174405	0	3551at7147_3	11403544_11403636_-|11402852_11403070_-|11376555_11376690_-|11333660_11334245_-|11333101_11333277_-|11319507_11319871_-|11319315_11319407_-|11306804_11306981_-|11305719_11306619_-
5986at7147	Single	ptg000125l_1	8896673	8936168	+	3063	707	0.5544	0.9961759082217974	0	5986at7147_3	8896674_8896812_+|8910905_8911008_+|8911071_8911708_+|8911765_8912295_+|8926957_8927417_+|8927509_8927648_+|8927738_8927979_+|8928433_8928535_+|8928612_8928738_+|8928807_8929315_+|8935959_8936168_+
16900at7147	Single	ptg000070l_1	4417749	4420595	+	2852	448	0.9476	1.0	0	16900at7147_2	4417750_4419459_+|4420530_4420595_+
54707at7147	Single	ptg000437l_1	2454013	2456227	-	1083	248	0.7191	0.9867549668874173	0	54707at7147_1	2455954_2456227_-|2454014_2454633_-
13499at7147	Single	ptg000508l_1	616576	671213	+	2074	511	0.6162	0.9866071428571429	0	13499at7147_3	616577_617209_+|622333_622412_+|628218_628376_+|628439_628654_+|661315_661535_+|661603_661835_+|661944_662057_+|662132_662245_+|671010_671213_+
1545at7147	Single	ptg000351l_1	5691369	5706032	-	7281	1812	0.6202	0.9978118161925602	0	1545at7147_5	5705980_5706032_-|5705742_5705865_-|5698455_5699756_-|5693140_5698392_-|5692971_5693072_-|5691370_5691408_-
3445at7147	Duplicated	ptg000132l_1	9798813	9808725	-	6130	1229	0.7807	0.9621794871794872	0	3445at7147_7	9808563_9808725_-|9802842_9804283_-|9802136_9802774_-|9800533_9801266_-|9800234_9800354_-|9798814_9800169_-
3445at7147	Duplicated	ptg000200l_1	289019	309795	-	6129	1229	0.7801	0.9621794871794872	0	3445at7147_7	309633_309795_-|297323_298764_-|296617_297255_-|290739_291472_-|290440_290560_-|289020_290375_-
11310at7147	Single	ptg000200l_1	7232870	7236436	-	3269	738	0.6178	0.9625850340136054	0	11310at7147_6	7235765_7236436_-|7235111_7235705_-|7232871_7234798_-
10371at7147	Single	ptg000062l_1	1345148	1363713	+	2739	605	0.719	0.9774647887323944	0	10371at7147_8	1345149_1345210_+|1345766_1345935_+|1361848_1362538_+|1362624_1363713_+
15985at7147	Duplicated	ptg000217l_1	3743291	3767920	+	2292	606	0.5697	1.0	0	15985at7147_8	3743292_3743378_+|3761706_3762192_+|3762257_3762980_+|3764555_3764869_+|3764934_3765527_+|3767767_3767920_+
15985at7147	Duplicated	ptg000319l_1	991571	1014639	+	2265	606	0.5568	1.0	0	15985at7147_8	991572_991658_+|1003840_1004326_+|1004391_1005114_+|1012322_1013290_+|1014486_1014639_+
60000at7147	Single	ptg000265l_1	2268606	2281854	-	1018	241	0.5363	1.0	0	60000at7147_7	2281789_2281854_-|2281242_2281490_-|2273304_2273641_-|2272978_2273233_-|2268607_2268768_-
44335at7147	Single	ptg000356l_1	956492	967040	-	1293	481	0.4084	0.9483146067415731	0	44335at7147_6	966910_967040_-|959824_959915_-|959305_959472_-|958936_959243_-|958753_958876_-|958562_958690_-|957787_958487_-|956863_957719_-|956493_956670_-
26204at7147	Single	ptg000031l_1	1957158	1958448	-	1102	367	0.5218	0.9284253578732107	0	26204at7147_9	1957159_1958448_-
61012at7147	Single	ptg000393l_1	970134	970765	-	764	166	0.7553	0.8995215311004785	0	61012at7147_2	970529_970765_-|970135_970461_-
38010at7147	Single	ptg000045l_1	1368930	1435888	+	1618	286	0.7644	1.0	0	38010at7147_1	1368931_1369134_+|1413269_1413430_+|1413495_1413618_+|1413934_1414101_+|1435175_1435372_+|1435429_1435544_+|1435622_1435888_+
44125at7147	Single	ptg000351l_1	2908092	2908956	+	791	224	0.5086	0.9646643109540636	0	44125at7147_1	2908093_2908956_+
58965at7147	Single	ptg000130l_1	9595751	9603288	+	763	190	0.5655	1.0	0	58965at7147_3	9595752_9595806_+|9595912_9596026_+|9602604_9603288_+
5593at7147	Single	ptg000412l_1	1036383	1085422	+	1488	619	0.3538	0.9404444444444444	0	5593at7147_5	1036384_1036477_+|1068409_1069721_+|1069941_1070424_+|1070595_1071357_+|1084854_1085011_+|1085080_1085191_+|1085253_1085422_+
59434at7147	Single	ptg000233l_1	5699230	5700010	-	807	158	0.7174	1.0	0	59434at7147_0	5699719_5700010_-|5699464_5699654_-|5699231_5699401_-
28287at7147	Duplicated	ptg000362l_1	1579258	1580416	+	1511	340	0.7176	0.965	0	28287at7147_0	1579259_1580416_+
28287at7147	Duplicated	ptg000390l_1	6746188	6747346	+	1511	340	0.7176	0.965	0	28287at7147_0	6746189_6747346_+
17701at7147	Single	ptg000151l_1	3828805	3833269	-	1982	570	0.4963	0.942652329749104	0	17701at7147_7	3833121_3833269_-|3831512_3833054_-|3829022_3829577_-|3828806_3828957_-
60890at7147	Single	ptg000467l_1	1428335	1466245	-	819	152	0.9042	1.0	0	60890at7147_0	1466203_1466245_-|1466039_1466120_-|1465845_1465963_-|1428662_1428721_-|1428514_1428594_-|1428336_1428451_-
18544at7147	Single	ptg000093l_1	4279580	4351745	-	1871	525	0.6349	1.0	0	18544at7147_2	4351630_4351745_-|4319972_4320025_-|4303192_4303627_-|4302946_4303124_-|4302660_4302849_-|4284378_4284724_-|4284143_4284289_-|4279811_4279971_-|4279581_4279741_-
34897at7147	Duplicated	ptg000121l_1	10193150	10202891	+	1018	244	0.5962	1.0	0	34897at7147_2	10193151_10193426_+|10193676_10193769_+|10193837_10193916_+|10202267_10202438_+|10202513_10202682_+|10202742_10202891_+
34897at7147	Duplicated	ptg000337l_1	4570719	4580461	-	1018	244	0.5962	1.0	0	34897at7147_2	4580186_4580461_-|4579843_4579936_-|4579696_4579775_-|4571173_4571344_-|4570929_4571098_-|4570720_4570869_-
10022at7147	Duplicated	ptg000412l_1	3135407	3149274	+	2289	658	0.5103	0.6980883322346737	0	10022at7147_6	3135408_3135512_+|3145956_3146083_+|3146232_3146329_+|3146402_3146610_+|3146670_3146822_+|3146882_3147045_+|3147126_3147317_+|3147448_3148599_+|3148659_3149274_+
10022at7147	Duplicated	ptg000074l_1	1087495	1097966	+	2268	658	0.5004	0.6980883322346737	0	10022at7147_6	1087496_1087600_+|1094647_1094774_+|1094923_1095020_+|1095093_1095301_+|1095361_1095737_+|1095818_1096009_+|1096140_1097291_+|1097351_1097966_+
7870at7147	Single	ptg000341l_1	444019	453211	-	4241	862	0.5816	0.9839434810533076	0	7870at7147_6	452782_453211_-|452099_452719_-|451271_451570_-|450976_451208_-|450109_450801_-|447043_447615_-|446808_446986_-|446603_446742_-|446115_446351_-|445905_446055_-|445573_445848_-|445119_445495_-|444020_444146_-
1786at7147	Single	ptg000194l_1	10516314	10530180	+	6660	1437	0.6435	1.0	0	1786at7147_9	10516315_10517043_+|10517106_10518133_+|10525397_10525517_+|10525588_10525917_+|10525979_10526174_+|10526234_10526417_+|10526476_10526959_+|10527022_10528061_+|10528114_10529158_+|10529215_10529322_+|10529384_10529779_+|10529842_10530180_+
17781at7147	Single	ptg000043l_1	6005887	6020118	-	2527	524	0.7139	0.995575221238938	0	17781at7147_7	6019857_6020118_-|6007004_6007748_-|6006161_6006940_-|6005888_6006053_-
59733at7147	Single	ptg000280l_1	2333052	2334231	+	1142	306	0.562	0.9896907216494846	0	59733at7147_0	2333053_2334231_+
4924at7147	Single	ptg000243l_1	863393	872354	-	2802	751	0.4977	0.9182561307901907	0	4924at7147_8	871636_872354_-|869690_871578_-|869474_869629_-|869203_869384_-|863394_863648_-
38191at7147	Duplicated	ptg000473l_1	256945	257944	+	1006	241	0.6124	1.0	0	38191at7147_1	256946_257944_+
38191at7147	Duplicated	ptg000126l_1	408237	409236	-	1005	241	0.6124	1.0	0	38191at7147_1	408238_409236_-
60957at7147	Single	ptg000523l_1	1862841	1865521	-	1297	264	0.6937	0.9970059880239521	0	60957at7147_6	1865412_1865521_-|1862842_1863724_-
22307at7147	Single	ptg000032l_1	12199671	12202197	-	1647	294	0.4835	1.0	0	22307at7147_4	12201945_12202197_-|12200303_12201703_-|12199984_12200232_-|12199672_12199755_-
44043at7147	Single	ptg000516l_1	119981	180324	+	820	284	0.5274	1.0	0	44043at7147_3	119982_120545_+|180046_180324_+
27427at7147	Single	ptg000532l_1	830811	839074	-	1620	349	0.7581	1.0	0	27427at7147_5	839018_839074_-|838859_838938_-|830812_831853_-
14688at7147	Single	ptg000255l_1	461719	464383	-	2798	644	0.6955	1.0	0	14688at7147_6	462777_464383_-|462200_462570_-|461720_462132_-
36502at7147	Single	ptg000349l_1	1983375	1998212	+	1330	327	0.6701	0.9872122762148338	0	36502at7147_4	1983376_1983448_+|1990060_1990157_+|1990457_1990593_+|1990676_1991153_+|1991622_1991754_+|1997968_1998212_+
39543at7147	Single	ptg000208l_1	2213561	2229469	-	1137	286	0.6356	0.9946949602122016	0	39543at7147_1	2228985_2229469_-|2221219_2221435_-|2214949_2215138_-|2213746_2213839_-|2213562_2213637_-
50666at7147	Duplicated	ptg000038l_1	2357579	2359951	-	1390	440	0.4821	0.9884297520661157	0	50666at7147_2	2358735_2359951_-|2358001_2358244_-|2357580_2357933_-
50666at7147	Duplicated	ptg000474l_1	233077	235463	+	1376	439	0.4805	0.9884297520661157	0	50666at7147_2	233078_234294_+|234799_235042_+|235110_235463_+
49109at7147	Single	ptg000069l_1	13307731	13309741	+	904	294	0.3626	0.9640287769784173	0	49109at7147_9	13307732_13309741_+
18262at7147	Single	ptg000134l_1	1130	55124	-	1918	416	0.8525	0.687797147385103	0	18262at7147_9	54980_55124_-|17688_18211_-|17240_17623_-|1131_1379_-
28571at7147	Single	ptg000170l_1	3264773	3266683	-	768	325	0.3693	1.0	0	28571at7147_3	3266603_3266683_-|3265480_3266539_-|3264774_3264988_-
64402at7147	Single	ptg000010l_1	797092	797813	-	700	187	0.5882	1.0	0	64402at7147_0	797703_797813_-|797093_797638_-
48501at7147	Single	ptg000149l_1	5841300	5842296	-	924	197	0.5761	0.987220447284345	0	48501at7147_7	5842219_5842296_-|5841301_5842137_-
14626at7147	Single	ptg000231l_1	392510	407607	+	2381	601	0.4472	0.9057591623036649	0	14626at7147_0	392511_393142_+|399492_400003_+|400072_400229_+|400496_400638_+|400730_401471_+|405761_407352_+|407418_407607_+
11487at7147	Single	ptg000128l_1	5691829	5701510	+	3589	591	0.987	1.0	0	11487at7147_0	5691830_5691964_+|5692874_5693794_+|5693855_5694329_+|5699990_5700167_+|5701141_5701510_+
52349at7147	Fragmented	ptg000074l_1	6444028	6445615	+	1282	266	0.5261	0.9273301737756714	0	52349at7147_2	6444029_6445615_+
8543at7147	Single	ptg000038l_1	11708862	11721746	+	3586	827	0.6647	1.0	0	8543at7147_3	11708863_11709192_+|11709257_11709562_+|11714198_11714766_+|11714826_11715210_+|11715808_11715972_+|11716037_11716350_+|11720371_11720510_+|11720570_11720775_+|11720840_11720945_+|11721009_11721377_+|11721631_11721746_+
14196at7147	Single	ptg000011l_1	41816	49722	+	3134	603	0.8798	0.9161451814768461	0	14196at7147_1	41817_42185_+|42251_42388_+|42819_42976_+|43055_43362_+|43995_44188_+|44255_44466_+|44537_45003_+|45075_45249_+|49587_49722_+
22422at7147	Single	ptg000149l_1	13853290	13871246	-	2334	529	0.6638	0.952247191011236	0	22422at7147_6	13871076_13871246_-|13853291_13855132_-
2233at7147	Single	ptg000066l_1	6008145	6028267	-	6685	1271	0.8388	0.9979338842975206	0	2233at7147_8	6027718_6028267_-|6027239_6027642_-|6026746_6027023_-|6026512_6026679_-|6025163_6026132_-|6024896_6025099_-|6024524_6024833_-|6024336_6024459_-|6010193_6011336_-|6008335_6008463_-|6008146_6008271_-
4612at7147	Duplicated	ptg000189l_1	835738	864460	-	2987	688	0.624	0.7469775474956822	0	4612at7147_3	864368_864460_-|839518_839687_-|835739_838100_-
4612at7147	Duplicated	ptg000230l_1	7652315	7698243	-	2982	688	0.6206	0.7469775474956822	0	4612at7147_3	7698151_7698243_-|7661335_7661504_-|7652316_7654677_-
15849at7147	Single	ptg000102l_1	7224009	7234451	+	1948	538	0.6206	0.9934747145187602	0	15849at7147_6	7224010_7224098_+|7224173_7225940_+|7234383_7234451_+
70236at7147	Single	ptg000149l_1	13781306	13781756	-	615	136	0.7867	1.0	0	70236at7147_0	13781307_13781756_-
23975at7147	Single	ptg000265l_1	1103877	1112326	+	1362	454	0.4747	0.917557251908397	0	23975at7147_6	1103878_1104504_+|1110889_1111056_+|1111119_1111369_+|1111438_1111901_+|1112071_1112326_+
59792at7147	Single	ptg000015l_1	8619892	8620872	-	823	200	0.672	1.0	0	59792at7147_6	8620851_8620872_-|8620474_8620742_-|8620058_8620413_-|8619893_8619992_-
4461at7147	Single	ptg000041l_1	6736460	6784435	+	2715	847	0.4539	0.7508232711306256	0	4461at7147_3	6736461_6736519_+|6762969_6763286_+|6763527_6763868_+|6765665_6766386_+|6766629_6767538_+|6771127_6771655_+|6771741_6772168_+|6781985_6782231_+|6782302_6782422_+|6784053_6784214_+|6784283_6784435_+
48691at7147	Single	ptg000132l_1	3242642	3243493	-	777	205	0.6261	0.9874476987447699	0	48691at7147_5	3243350_3243493_-|3243040_3243283_-|3242643_3242965_-
60178at7147	Single	ptg000474l_1	6798880	6801683	-	1583	371	0.5829	0.9964912280701754	0	60178at7147_4	6800678_6801683_-|6800483_6800612_-|6799264_6799431_-|6798881_6799187_-
36877at7147	Single	ptg000062l_1	1448471	1455396	+	1446	379	0.6137	0.9956043956043956	0	36877at7147_3	1448472_1448971_+|1449222_1449549_+|1449613_1449848_+|1449910_1450036_+|1455235_1455396_+
45517at7147	Single	ptg000356l_1	732556	748706	-	914	236	0.6442	1.0	0	45517at7147_9	748675_748706_-|748275_748349_-|747903_748047_-|747472_747672_-|732773_732997_-|732557_732679_-
38619at7147	Single	ptg000237l_1	28867	29925	-	1292	234	0.7164	0.9553072625698324	0	38619at7147_4	29798_29925_-|28868_29735_-
29162at7147	Single	ptg000002l_1	2747343	2761517	-	2226	461	0.7694	0.979381443298969	0	29162at7147_2	2760629_2761517_-|2757650_2758359_-|2747344_2747487_-
58254at7147	Single	ptg000393l_1	2121686	2137087	-	469	115	0.5258	0.7682926829268293	0	58254at7147_1	2136987_2137087_-|2122140_2122229_-|2121687_2122068_-
2213at7147	Single	ptg000302l_1	3393347	3400656	-	5093	1167	0.6324	0.9981807155852032	0	2213at7147_1	3400448_3400656_-|3398455_3400385_-|3394290_3395993_-|3393348_3394227_-
8858at7147	Single	ptg000128l_1	7891074	7894696	-	3435	638	0.737	1.0	0	8858at7147_3	7894487_7894696_-|7894216_7894424_-|7893564_7894155_-|7892182_7893411_-|7891075_7891377_-
63078at7147	Duplicated	ptg000106l_1	13858357	13859155	-	1340	201	1.0	1.0	0	63078at7147_0	13858358_13859155_-
63078at7147	Duplicated	ptg000170l_1	1453098	1453887	+	1291	201	0.9774	1.0	0	63078at7147_0	1453099_1453887_+
